case_id,corpus,status,current_utterance,history,first_divergence_stage,root_cause_id,severity,cutover_blocker,confidence,reason,execution_boundary,failed_turn_index,actual_rejection,observed_axes,downstream_effect,evidence,evidence_hash,complete_semantic_gold_evaluable,full_plan_accuracy,retained_missing_labels
G81-039,100_PARSER_AXIS_GOLD,PASS,按交易日期统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",e3b17f71ec2887db42a998f5505303fa29cf01c586644d600159c4e9f535344e,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-040,100_PARSER_AXIS_GOLD,PASS,按商品统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",bc50b5675b4c68512afb038e4b7f42bffcf1bbfe6930999773d932ec7cc48c53,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-041,100_PARSER_AXIS_GOLD,PASS,按经销商统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",4e6eb9a0bd222c453b4bda6059486fc1330eb7821d4820bc0e450fa2caa267d1,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-042,100_PARSER_AXIS_GOLD,PASS,按医院统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",254107252ec27f02b33195537d74341f23d76a7bf66701b922691506e1907f9e,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-043,100_PARSER_AXIS_GOLD,PASS,按业务员统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",29bfdaa7958fe9bc95b2b7d0388ec3cc47db6d75b56b4388f5d8c887cf382cc2,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-044,100_PARSER_AXIS_GOLD,PASS,按省份统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",7d87f766ce67795f3a3922aac85536b578d90ef95c0ce07b4f08407d521c759b,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-045,100_PARSER_AXIS_GOLD,PASS,按城市统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",6b77cbddea17c0b606f210d05a4a32979fb066da2c1444eeefdfbf8a68723366,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-046,100_PARSER_AXIS_GOLD,PASS,按商品品牌统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",80b064e245720318474aedc565e7dabc6c56b2acad2bb67bc2598fe386770734,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-047,100_PARSER_AXIS_GOLD,PASS,按商品品类统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",952dd603ecdfe11148e111638c1c8a6d3e8f28de71e9b84d74947e22ef4a828c,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-048,100_PARSER_AXIS_GOLD,PASS,按科室统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",9858407bd2eb615fad1a3579387a4ce8642827e76c180fb70d0559e9f220571e,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-049,100_PARSER_AXIS_GOLD,PASS,按适用科室统计订单笔数,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""mentions"": true, ""query_shape"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",4232ef3339b6f1278276cd06064d8835913e8db22224adcf7fa71a1204df3616,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-050,100_PARSER_AXIS_GOLD,PASS,结果中只返回医院名称,"[""列出医院名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",f145858a97efc44abaafbbaf87901eba942d20d68eeb2b72bbabe6f211d3b340,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-051,100_PARSER_AXIS_GOLD,PASS,结果中只返回医院标识,"[""列出医院名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",6c5a1bbd2040fec80b64b595a7738c8ad1460105b1d06fcffe6a6096bc72d2b5,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-052,100_PARSER_AXIS_GOLD,PASS,结果中只返回医院编码,"[""列出医院名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",849be3bce7b0455d814c35e777e187384a6fdb7ba4fab291801fde9e57e73cf6,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-053,100_PARSER_AXIS_GOLD,PASS,结果中只返回商品名称,"[""列出商品名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",a16dd99c7256efdd6516b61286edc5668e511be91396deb7082a489f7f0ac997,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-054,100_PARSER_AXIS_GOLD,PASS,结果中只返回商品编码,"[""列出商品名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",f4becdf6f18df65aaa76922df334a6adeeccca07ccd468d4d6369cc6bf18b617,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-055,100_PARSER_AXIS_GOLD,PASS,结果中只返回规格型号,"[""列出商品名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",efd035d94cc507cd0e87f2326dd8e8e1d51cd49f2740ad7c6d8b5603e49e6054,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-056,100_PARSER_AXIS_GOLD,PASS,结果中只返回销售员姓名,"[""列出业务员名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",32de79ab7ddb41254f7d556e713a10a96244a5bd5ea77445a409da59f0c76d5a,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-057,100_PARSER_AXIS_GOLD,PASS,结果中只返回销售员编码,"[""列出业务员名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",0b10535d6bb59f46c7b24f0c8e07f5ebc5a18305a105017c56927f16f180aa79,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-058,100_PARSER_AXIS_GOLD,PASS,结果中只返回项目名称,"[""列出销售项目名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",7eed003b8aa6bc275bdd278039acea5868fc4f136f28e4335a4099e44f2c4453,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-059,100_PARSER_AXIS_GOLD,PASS,结果中只返回项目编码,"[""列出销售项目名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",312835ea01184d79732a1a9376e45aad6e7392459b21818e3dbba8a8f2166be0,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-060,100_PARSER_AXIS_GOLD,PASS,结果中只返回国药公司名称,"[""列出销售公司名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",73995e8947d1659d78aea650878761e14b5540f5cbcb57109426b62bbb6cf744,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-061,100_PARSER_AXIS_GOLD,PASS,结果中只返回国药公司编码,"[""列出销售公司名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",5fe00d5f790fbb17c48b6983c55b5400b15df5861f6305c8192a212da33c0287,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-062,100_PARSER_AXIS_GOLD,PASS,结果中只返回科室名称,"[""列出科室名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",39e86f76f891e86b63098f937d538be1efdfb3ea267f2dab167a1a69f56e9dab,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-063,100_PARSER_AXIS_GOLD,PASS,结果中只返回科室编码,"[""列出科室名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",219b911903a3832234cc96066d0935280c833651420d2ef1ba715d06a31f76c5,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-064,100_PARSER_AXIS_GOLD,PASS,结果中只返回经销商名称,"[""列出经销商名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",6143c04c654239df1788e5962ca2a180e6fafe133fad6b5ebbb1eedb84e85f46,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-065,100_PARSER_AXIS_GOLD,PASS,结果中只返回经销商编码,"[""列出经销商名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",88316b2c33d7fb14b3edef2c0eb8f922d76eca2d8a7bb76c307649f78bf85aa1,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-066,100_PARSER_AXIS_GOLD,PASS,结果中只返回城市名称,"[""列出市名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",c12923b6318b2bf9e2a827f22ea1b2b6089b62554c616b28f420feb804baed2c,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-067,100_PARSER_AXIS_GOLD,PASS,结果中只返回省份名称,"[""列出省份名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",253595423e412621bd716c3980e33da5641168eee0369fb599ee21c6bc5a5f0f,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-068,100_PARSER_AXIS_GOLD,PASS,那江苏呢？,"[""上海最近一年销售额""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",95f0d88a5534a6136f2aaab6da0ad1a29dd04a9a64f0820857761d297c922781,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-069,100_PARSER_AXIS_GOLD,PASS,江苏有哪些医院？,"[""上海最近一年销售额""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",6c56d29ef883d8f8f907903eeba3f60a2c1de9f37ce816f670a0fc0f8307e06d,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-070,100_PARSER_AXIS_GOLD,PASS,再加订单笔数,"[""销售额和销售量""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""operation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",af3befcd85153cd64a63b6e9d3a5437bafaa9e41b87b3256d91bb872ff92806d,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-071,100_PARSER_AXIS_GOLD,FAIL,换成江苏,"[""上海销售额""]",EVALUATOR_GAP,RC-EVAL-TURN-PROXY,P2,True,PROVEN,A context-free parser signal projection is scored as final turn resolution. normalize omits the native REMOVE/CLEAR dependency rule and never executes TurnResolver/current state. Full raw parses are not retained in this100-case result; production first divergence is unproven.,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": false, ""operation"": true}","[{""stage"": ""TURN_RESOLUTION"", ""evidence"": ""Recorded parser axis mismatch"", ""axis"": ""turn_relation"", ""causal_order"": ""Co-observed proxy; not an independently counted production defect""}, {""stage"": ""EVALUATOR_GAP"", ""evidence"": ""Full runtime verdict is NOT_EVALUATED; raw score remains FAIL""}]","[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",94ba37bb81db5537399f8b9030fa01368de35d44d1afbd37c045ad802077a078,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-072,100_PARSER_AXIS_GOLD,PASS,不要订单笔数,"[""销售额和订单笔数""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""operation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",43b909882be67ca2e28c4f5576a9731c369507a696ddbd05d1eee69a445a00bd,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-073,100_PARSER_AXIS_GOLD,FAIL,不限地区,"[""上海销售额""]",EVALUATOR_GAP,RC-EVAL-TURN-PROXY,P2,True,PROVEN,A context-free parser signal projection is scored as final turn resolution. normalize omits the native REMOVE/CLEAR dependency rule and never executes TurnResolver/current state. Full raw parses are not retained in this100-case result; production first divergence is unproven.,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": false, ""operation"": true}","[{""stage"": ""TURN_RESOLUTION"", ""evidence"": ""Recorded parser axis mismatch"", ""axis"": ""turn_relation"", ""causal_order"": ""Co-observed proxy; not an independently counted production defect""}, {""stage"": ""EVALUATOR_GAP"", ""evidence"": ""Full runtime verdict is NOT_EVALUATED; raw score remains FAIL""}]","[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",1569c90a7065f94784a2ec36658b13050c4198c46ef16bbc50d824ce248409de,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-074,100_PARSER_AXIS_GOLD,PASS,按季度,"[""上海销售额；不限地区""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",ec401de4c5708f0a46f361a2fc1a9cf6c2deca46738e16c61c6b735ce26a5592,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-075,100_PARSER_AXIS_GOLD,PASS,江苏有哪些医院？,"[""待选：销售额还是销售量""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",4eb84c07a663f736f39c81961433765ae661d0de3c0f759d14dd1814fbb749ec,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-076,100_PARSER_AXIS_GOLD,PASS,回到刚才上海那个问题,"[""江苏销售额""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",a8d51f0febcb3998f0c115778be190e0bfa5deb26949c13b43a816f1cb8cdbd9,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-077,100_PARSER_AXIS_GOLD,PASS,再加销售总成本,"[""按医院统计销售额""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""operation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",b9cbc32bcd01e0f41a4d5d12530033083bbadbf37a66749d59cf3f251947896f,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-078,100_PARSER_AXIS_GOLD,PASS,把指标换成订单笔数,"[""按医院统计销售额""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""operation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",2c7d70d179ae66814300e9d2fefeb2c0d2be21d5d3d47279afa998a9fbaaa87a,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-079,100_PARSER_AXIS_GOLD,PASS,去掉销售总成本,"[""含税销售总额和销售总成本""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""operation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",8fa62addca868aa350e0550fe47ba02067c40de9b2cc8160722411c46709ae97,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
