failure_id,source,test_nodeids,historical_case_ids,conversation_history,current_utterance,expected_behavior,actual_behavior,affected_business_capability,repeatability,first_divergence_stage,root_cause_class,severity,owning_service,evidence,status,failure_signature,signature_id,baseline_status,baseline_root_cause_class,final_test_outcomes,evidence_need
pytest-28,"[""CURRENT_PYTEST""]","[""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[TREND_ANALYSIS-\\u5206\\u6790\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u8d8b\\u52bf-SAFE_FALLBACK]""]",[],[],,Exact assertion and fixture in test_nodeids,"E       AssertionError: assert 'PARTIAL_SUCCESS' == 'SAFE_FALLBACK'
E
E         - SAFE_FALLBACK
E         + PARTIAL_SUCCESS",status,DETERMINISTIC,RESULT_VALIDATION,UNKNOWN_NEEDS_EVIDENCE,P1,DataAnalysis_Agent,"[""docs/phase0b/independent_runs/failure-28-run-1.json"", ""docs/phase0b/independent_runs/failure-28-run-2.json"", ""Need analysis contract owner to confirm partial-result policy; do not change expectation""]",UNKNOWN_NEEDS_EVIDENCE,RESULT_VALIDATION|ANALYSIS|QUERY|status|partial_success_vs_fallback,a60ff466efcbc22b,OPEN,UNKNOWN_NEEDS_EVIDENCE,"{""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[TREND_ANALYSIS-\\u5206\\u6790\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u8d8b\\u52bf-SAFE_FALLBACK]"": ""failed""}",Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence.
pytest-29,"[""CURRENT_PYTEST""]","[""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[COMPARISON_ANALYSIS-\\u5bf9\\u6bd4\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u540c\\u6bd4-SAFE_FALLBACK]""]",[],[],,Exact assertion and fixture in test_nodeids,"E       AssertionError: assert 'PARTIAL_SUCCESS' == 'SAFE_FALLBACK'
E
E         - SAFE_FALLBACK
E         + PARTIAL_SUCCESS",status,DETERMINISTIC,RESULT_VALIDATION,UNKNOWN_NEEDS_EVIDENCE,P1,DataAnalysis_Agent,"[""docs/phase0b/independent_runs/failure-29-run-1.json"", ""docs/phase0b/independent_runs/failure-29-run-2.json"", ""Need analysis contract owner to confirm partial-result policy; do not change expectation""]",UNKNOWN_NEEDS_EVIDENCE,RESULT_VALIDATION|ANALYSIS|QUERY|status|partial_success_vs_fallback,a60ff466efcbc22b,OPEN,UNKNOWN_NEEDS_EVIDENCE,"{""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[COMPARISON_ANALYSIS-\\u5bf9\\u6bd4\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u540c\\u6bd4-SAFE_FALLBACK]"": ""failed""}",Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence.
pytest-30,"[""CURRENT_PYTEST""]","[""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[COMPOSITION_ANALYSIS-\\u6309\\u533a\\u57df\\u5206\\u6790\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u6784\\u6210\\u5360\\u6bd4-SAFE_FALLBACK]""]",[],[],,Exact assertion and fixture in test_nodeids,"E       AssertionError: assert 'PARTIAL_SUCCESS' == 'SAFE_FALLBACK'
E
E         - SAFE_FALLBACK
E         + PARTIAL_SUCCESS",status,DETERMINISTIC,RESULT_VALIDATION,UNKNOWN_NEEDS_EVIDENCE,P1,DataAnalysis_Agent,"[""docs/phase0b/independent_runs/failure-30-run-1.json"", ""docs/phase0b/independent_runs/failure-30-run-2.json"", ""Need analysis contract owner to confirm partial-result policy; do not change expectation""]",UNKNOWN_NEEDS_EVIDENCE,RESULT_VALIDATION|ANALYSIS|QUERY|status|partial_success_vs_fallback,a60ff466efcbc22b,OPEN,UNKNOWN_NEEDS_EVIDENCE,"{""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[COMPOSITION_ANALYSIS-\\u6309\\u533a\\u57df\\u5206\\u6790\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u6784\\u6210\\u5360\\u6bd4-SAFE_FALLBACK]"": ""failed""}",Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence.
pytest-31,"[""CURRENT_PYTEST""]","[""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[ANOMALY_ANALYSIS-\\u68c0\\u6d4b\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u5f02\\u5e38-SAFE_FALLBACK]""]",[],[],,Exact assertion and fixture in test_nodeids,"E       AssertionError: assert 'PARTIAL_SUCCESS' == 'SAFE_FALLBACK'
E
E         - SAFE_FALLBACK
E         + PARTIAL_SUCCESS",status,DETERMINISTIC,RESULT_VALIDATION,UNKNOWN_NEEDS_EVIDENCE,P1,DataAnalysis_Agent,"[""docs/phase0b/independent_runs/failure-31-run-1.json"", ""docs/phase0b/independent_runs/failure-31-run-2.json"", ""Need analysis contract owner to confirm partial-result policy; do not change expectation""]",UNKNOWN_NEEDS_EVIDENCE,RESULT_VALIDATION|ANALYSIS|QUERY|status|partial_success_vs_fallback,a60ff466efcbc22b,OPEN,UNKNOWN_NEEDS_EVIDENCE,"{""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[ANOMALY_ANALYSIS-\\u68c0\\u6d4b\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u5f02\\u5e38-SAFE_FALLBACK]"": ""failed""}",Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence.
pytest-32,"[""CURRENT_PYTEST""]","[""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[ROOT_CAUSE_ANALYSIS-\\u5f52\\u56e0\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u5f02\\u5e38\\u539f\\u56e0-SAFE_FALLBACK]""]",[],[],,Exact assertion and fixture in test_nodeids,"E       AssertionError: assert 'PARTIAL_SUCCESS' == 'SAFE_FALLBACK'
E
E         - SAFE_FALLBACK
E         + PARTIAL_SUCCESS",status,DETERMINISTIC,RESULT_VALIDATION,UNKNOWN_NEEDS_EVIDENCE,P1,DataAnalysis_Agent,"[""docs/phase0b/independent_runs/failure-32-run-1.json"", ""docs/phase0b/independent_runs/failure-32-run-2.json"", ""Need analysis contract owner to confirm partial-result policy; do not change expectation""]",UNKNOWN_NEEDS_EVIDENCE,RESULT_VALIDATION|ANALYSIS|QUERY|status|partial_success_vs_fallback,a60ff466efcbc22b,OPEN,UNKNOWN_NEEDS_EVIDENCE,"{""tests/test_workflow.py::test_workflow_advanced_intents_obey_data_and_input_gates[ROOT_CAUSE_ANALYSIS-\\u5f52\\u56e0\\u672c\\u6708\\u9500\\u552e\\u989d\\u7684\\u5f02\\u5e38\\u539f\\u56e0-SAFE_FALLBACK]"": ""failed""}",Analysis contract owner must settle partial-success vs terminal-fallback policy with representative dataset evidence.
real-001,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-001""]",前一轮为国药公司含税销售总额及省市,再加上订单笔数，其他条件不变。,满足评测断言：缺少业务字段:订单笔数,COMPLETED，但结果缺少订单笔数,SLOT_MERGE_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-001"", ""docs/phase2/failure_trace_replay.jsonl#real-001"", ""Historical proposed stage (not proved): SLOT_MERGE"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|ADD|metrics|metric_set_not_preserved,05c8e082b9571eb6,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-002,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-002""]",独立改写问题,请列出每个国药公司（母公司）的含税销售总额，并显示公司名称和所在省市。,应完成而不是追问,NEEDS_CLARIFICATION：询问明细字段,QUERY_SHAPE_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-002"", ""docs/phase2/failure_trace_replay.jsonl#real-002"", ""Historical proposed stage (not proved): STRUCTURED_INTENT"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|clarification|unnecessary_question_candidate,2fab9442b18e997b,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-003,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-003""]",前一轮为经销商销售额、合作时长和合作次数排名,改成前3名，其他条件不变。,保留原查询契约并只替换TopN,SAFE_FALLBACK：排名结果顺序不正确,RESULT_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-003"", ""docs/phase2/failure_trace_replay.jsonl#real-003"", ""Historical proposed stage (not proved): UNKNOWN_ASL_OR_RESULT"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|REPLACE|time_grain|grain_not_reconciled,84e2b44d10bede4a,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-004,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-004""]",前一轮包含含税销售总额,再加上订单笔数，其他条件不变。,结果同时保留原指标和新增指标,COMPLETED，但只返回订单笔数,SLOT_MERGE_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-004"", ""docs/phase2/failure_trace_replay.jsonl#real-004"", ""Historical proposed stage (not proved): SLOT_MERGE"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|ADD|metrics|metric_set_not_preserved,05c8e082b9571eb6,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-005,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-005""]",独立问题,请列出上海市紫杉醇释放冠脉球囊导管的含税销售总额。,评测期望COMPLETED,NEEDS_CLARIFICATION,QUERY_SHAPE_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-005"", ""docs/phase2/failure_trace_replay.jsonl#real-005"", ""Historical proposed stage (not proved): STRUCTURED_INTENT"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|clarification|unnecessary_question_candidate,2fab9442b18e997b,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-006,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-006""]",独立问题,按月统计上海市紫杉醇释放冠脉球囊导管的含税销售总额。,月粒度列必须返回,COMPLETED但结果契约缺月/交易日期,ASL_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-006"", ""docs/phase2/failure_trace_replay.jsonl#real-006"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,2c784b257dc2659c,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-007,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-007""]",前一轮为月粒度趋势,改成按季度，其他条件不变。,替换粒度并返回季度列,COMPLETED但粒度结果列不符,ASL_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-007"", ""docs/phase2/failure_trace_replay.jsonl#real-007"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|REPLACE|time_grain|grain_not_reconciled,84e2b44d10bede4a,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-008,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-008""]",独立改写,按月请计算上海市紫杉醇释放冠脉球囊导管的含税销售总额。,返回月字段,COMPLETED但投影不完整,ASL_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-008"", ""docs/phase2/failure_trace_replay.jsonl#real-008"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,2c784b257dc2659c,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-009,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-009""]",独立实体变体,按月统计上海市空心纤维血液透析器的含税销售总额。,返回月字段,COMPLETED但投影不完整,ASL_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-009"", ""docs/phase2/failure_trace_replay.jsonl#real-009"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,2c784b257dc2659c,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-010,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-010""]",独立趋势问题,分析上海市紫杉醇释放冠脉球囊导管的整体销售趋势。,包含销售额及趋势时间列,COMPLETED但评测断言失败,NO_DATA_OR_SEMANTIC_UNCERTAIN,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-010"", ""docs/phase2/failure_trace_replay.jsonl#real-010"", ""Historical proposed stage (not proved): UNKNOWN"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,2c784b257dc2659c,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-011,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-011""]",前一轮整体销售趋势,改成按季度，其他条件不变。,重新规划为季度并完成,SAFE_FALLBACK：要求quarter，实际month,ASL_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-011"", ""docs/phase2/failure_trace_replay.jsonl#real-011"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|REPLACE|time_grain|grain_not_reconciled,84e2b44d10bede4a,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-012,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-012""]",独立改写,请分析上海市紫杉醇释放冠脉球囊导管的整体销售趋势。,满足趋势结果字段契约,COMPLETED但结果契约断言失败,NO_DATA_OR_SEMANTIC_UNCERTAIN,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-012"", ""docs/phase2/failure_trace_replay.jsonl#real-012"", ""Historical proposed stage (not proved): UNKNOWN"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,2c784b257dc2659c,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-013,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-013""]",独立实体变体,分析上海市空心纤维血液透析器的整体销售趋势。,满足趋势结果字段契约,COMPLETED但结果契约断言失败,NO_DATA_OR_SEMANTIC_UNCERTAIN,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-013"", ""docs/phase2/failure_trace_replay.jsonl#real-013"", ""Historical proposed stage (not proved): UNKNOWN"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,2c784b257dc2659c,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-014,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-014""]",前一轮为合作医院数,再加上订单笔数，其他条件不变。,同时返回原指标和新增指标,COMPLETED但只返回新增指标,SLOT_MERGE_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-014"", ""docs/phase2/failure_trace_replay.jsonl#real-014"", ""Historical proposed stage (not proved): SLOT_MERGE"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|ADD|metrics|metric_set_not_preserved,05c8e082b9571eb6,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-015,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-015""]",前一轮为合作经销商数,再加上订单笔数，其他条件不变。,同时返回原指标和新增指标,COMPLETED但只返回新增指标,SLOT_MERGE_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-015"", ""docs/phase2/failure_trace_replay.jsonl#real-015"", ""Historical proposed stage (not proved): SLOT_MERGE"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|ADD|metrics|metric_set_not_preserved,05c8e082b9571eb6,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-016,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-016""]",独立关系查询,查询上海市紫杉醇释放冠脉球囊导管合作医院名单。,返回医院名称,SAFE_FALLBACK或结果列不完整,RELATION_PROJECTION_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-016"", ""docs/phase2/failure_trace_replay.jsonl#real-016"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|RELATIONSHIP|NEW_TASK|fields|relationship_projection_alignment,3b7de2f0d6d82d05,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-017,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-017""]",前一轮合作医院名单,只返回前5个，其他筛选条件不变。,保留医院列并限制5行,评测断言缺医院,DATASET_OPERATION_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-017"", ""docs/phase2/failure_trace_replay.jsonl#real-017"", ""Historical proposed stage (not proved): DATASET_TRANSFORM"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|DISPLAY_LIMIT|dataset|limit_or_projection_not_preserved,f8eca0a595afa690,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-018,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-018""]",独立改写,请列出上海市紫杉醇释放冠脉球囊导管合作医院名单。,返回医院名称,结果契约不完整,RELATION_PROJECTION_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-018"", ""docs/phase2/failure_trace_replay.jsonl#real-018"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|RELATIONSHIP|NEW_TASK|fields|relationship_projection_alignment,3b7de2f0d6d82d05,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-019,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-019""]",独立实体变体,查询上海市空心纤维血液透析器合作医院名单。,返回医院名称,结果契约不完整,RELATION_PROJECTION_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-019"", ""docs/phase2/failure_trace_replay.jsonl#real-019"", ""Historical proposed stage (not proved): UNKNOWN_ASL_OR_RESULT"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|RELATIONSHIP|NEW_TASK|fields|relationship_projection_alignment,3b7de2f0d6d82d05,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-020,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-020""]",前一轮为名单结果,只返回前5个，其他筛选条件不变。,只返回5行,COMPLETED但返回超过5行,DATASET_OPERATION_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-020"", ""docs/phase2/failure_trace_replay.jsonl#real-020"", ""Historical proposed stage (not proved): DATASET_TRANSFORM"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|DISPLAY_LIMIT|dataset|limit_or_projection_not_preserved,f8eca0a595afa690,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-021,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-021""]",前一轮包含含税销售总额和销售量,再加上订单笔数，其他条件不变。,保留原指标并增加订单笔数,COMPLETED但只返回新增指标,SLOT_MERGE_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-021"", ""docs/phase2/failure_trace_replay.jsonl#real-021"", ""Historical proposed stage (not proved): SLOT_MERGE"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|ADD|metrics|metric_set_not_preserved,05c8e082b9571eb6,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-022,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-022""]",独立双指标请求,请列出外周插管中心静脉导管的含税销售总额和销售总数量。,评测期望COMPLETED,NEEDS_CLARIFICATION,QUERY_SHAPE_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-022"", ""docs/phase2/failure_trace_replay.jsonl#real-022"", ""Historical proposed stage (not proved): STRUCTURED_INTENT"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|clarification|unnecessary_question_candidate,2fab9442b18e997b,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
